team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
DAL,2024,DAL,DAL,Team Level,all,66,0.54,0.52,0.51,239315.0,2082.33,221.81,139.52,506.12,70.82,1102.72,794.02,211.25,223.04,212.47,1916.0,919.0,1202.0,4037.0,223.0,235.0,31.0,392.0,8.0,904.0,1073.0,1693.0,2612.0,186.0,400.0,2024.0,995.0,308.0,1077.0,1965.0,629.0,241.0,58.01,79.83,83.97,69.0,79.0,75.0,4072.35,2835.0,2858.72,515.0,31.06,47.02,47.02,205.85,207.06,201.72,2034.14,191.91,132.5,495.76,67.54,1092.26,795.04,184.48,190.94,183.54,1818.0,957.0,1018.0,3793.0,173.0,188.0,23.0,397.0,6.0,861.0,1150.0,1645.0,2602.0,199.0,439.0,1874.0,1703.0,346.0,1045.0,2048.0,511.0,216.0,59.13,61.42,71.36,61.0,61.0,51.0,3757.42,2775.0,2752.17,458.0,29.2,39.04,39.04,182.08,181.1,177.62
DAL,2024,DAL,DAL,Team Level,5on5,66,0.51,0.51,0.5,195084.0,1630.1,145.03,102.83,416.82,55.63,862.89,638.81,140.06,146.26,141.29,1493.0,729.0,967.0,3189.0,150.0,179.0,21.0,310.0,4.0,708.0,871.0,1343.0,2072.0,164.0,354.0,1623.0,924.0,270.0,960.0,1607.0,483.0,132.0,47.83,61.39,35.81,63.0,60.0,27.0,3224.35,2222.0,2245.72,462.0,21.36,31.75,32.33,134.06,135.27,133.11,1650.17,137.17,102.01,419.73,54.52,877.69,659.88,132.5,136.21,131.57,1468.0,783.0,860.0,3111.0,127.0,150.0,22.0,334.0,5.0,678.0,957.0,1341.0,2124.0,183.0,405.0,1457.0,1602.0,294.0,930.0,1709.0,400.0,142.0,49.3,47.89,39.99,50.0,50.0,27.0,3075.42,2251.0,2228.17,423.0,21.17,30.37,30.37,127.97,126.99,125.17
DAL,2024,DAL,DAL,Team Level,4on5,66,0.13,0.13,0.16,16629.0,45.33,4.08,2.09,6.8,1.37,14.23,31.43,3.95,4.08,3.95,51.0,9.0,4.0,64.0,4.0,3.0,1.0,6.0,0.0,8.0,39.0,47.0,56.0,7.0,14.0,131.0,29.0,10.0,38.0,43.0,11.0,6.0,1.17,1.31,1.6,0.0,3.0,1.0,64.0,60.0,60.0,33.0,0.49,0.53,0.53,4.03,4.03,3.93,234.21,27.88,20.57,50.99,7.88,138.52,73.17,26.29,27.88,26.29,217.0,102.0,95.0,414.0,24.0,29.0,1.0,49.0,0.0,113.0,104.0,193.0,295.0,11.0,24.0,169.0,21.0,10.0,62.0,224.0,55.0,40.0,5.98,6.45,15.44,6.0,5.0,13.0,414.0,319.0,319.0,4.0,5.31,6.93,6.93,26.26,26.26,25.46
DAL,2024,DAL,DAL,Team Level,5on4,66,0.92,0.9,0.87,18932.0,311.57,43.78,28.09,65.45,10.57,179.64,95.49,39.82,43.78,39.82,278.0,145.0,160.0,583.0,41.0,42.0,7.0,57.0,3.0,153.0,127.0,237.0,382.0,12.0,26.0,180.0,18.0,15.0,55.0,262.0,104.0,57.0,6.91,13.13,23.73,3.0,13.0,25.0,583.0,423.0,423.0,9.0,7.33,11.88,11.31,39.8,39.8,37.78,46.8,3.99,2.23,7.3,1.51,14.61,32.36,3.93,3.99,3.93,55.0,7.0,2.0,64.0,4.0,1.0,0.0,3.0,0.0,8.0,46.0,51.0,58.0,3.0,6.0,161.0,51.0,21.0,28.0,43.0,16.0,3.0,1.07,2.11,0.81,2.0,1.0,1.0,64.0,62.0,62.0,22.0,0.52,0.19,0.19,4.32,4.32,4.27
MIN,2024,MIN,MIN,Team Level,other,68,0.48,0.41,0.41,8291.0,96.98,27.32,6.49,15.87,3.31,51.37,31.65,25.31,27.32,25.31,88.0,48.0,42.0,178.0,31.0,5.0,0.0,6.0,0.0,50.0,44.0,57.0,105.0,3.0,6.0,85.0,11.0,10.0,24.0,69.0,22.0,45.0,2.64,2.71,21.96,3.0,3.0,25.0,178.0,136.0,136.0,9.0,1.91,1.15,1.15,28.09,28.09,26.39,140.18,29.92,10.3,24.64,4.68,79.04,43.42,25.79,29.92,25.79,133.0,59.0,66.0,258.0,27.0,16.0,2.0,15.0,0.0,66.0,68.0,106.0,165.0,4.0,10.0,86.0,18.0,10.0,24.0,90.0,53.0,49.0,3.85,6.91,19.16,6.0,5.0,16.0,258.0,192.0,192.0,10.0,2.96,4.97,4.97,27.91,27.91,25.03
MIN,2024,MIN,MIN,Team Level,all,68,0.5,0.47,0.48,247292.0,1988.33,193.91,132.47,475.04,66.79,1088.26,794.52,184.33,195.3,185.61,1856.0,895.0,1060.0,3811.0,184.0,204.0,17.0,334.0,7.0,867.0,1155.0,1672.0,2567.0,214.0,498.0,1717.0,1312.0,329.0,1042.0,2056.0,491.0,204.0,56.65,61.29,75.98,69.0,58.0,57.0,3831.75,2751.0,2772.13,496.0,29.34,42.45,42.45,180.81,181.83,177.0,2182.74,197.58,144.22,529.08,73.15,1221.47,861.62,187.09,198.16,187.64,2017.0,1012.0,1190.0,4219.0,193.0,185.0,24.0,415.0,5.0,929.0,1302.0,1824.0,2836.0,212.0,498.0,1951.0,1329.0,303.0,1011.0,2307.0,514.0,208.0,64.34,63.27,69.97,62.0,67.0,64.0,4217.19,3029.0,3027.86,441.0,31.89,39.88,39.94,189.41,189.82,183.68
MIN,2024,MIN,MIN,Team Level,5on5,68,0.49,0.48,0.48,205855.0,1579.76,125.84,99.43,394.76,53.21,864.11,651.66,120.91,127.22,122.19,1460.0,729.0,896.0,3085.0,116.0,157.0,13.0,287.0,5.0,676.0,948.0,1344.0,2073.0,198.0,462.0,1381.0,1256.0,286.0,945.0,1689.0,394.0,106.0,46.56,48.74,30.53,59.0,45.0,12.0,3105.75,2189.0,2210.13,465.0,20.56,31.57,32.02,114.39,115.41,113.78,1726.09,129.51,108.8,438.34,57.83,963.18,702.45,124.95,130.09,125.5,1568.0,834.0,1007.0,3409.0,116.0,140.0,16.0,346.0,4.0,723.0,1073.0,1452.0,2286.0,188.0,448.0,1536.0,1256.0,256.0,911.0,1913.0,375.0,114.0,51.93,46.19,31.39,46.0,47.0,23.0,3407.19,2402.0,2400.86,407.0,22.38,27.47,27.59,124.18,124.59,122.68
MIN,2024,MIN,MIN,Team Level,4on5,68,0.07,0.1,0.12,16078.0,37.0,2.72,1.69,6.4,1.15,11.36,25.69,2.64,2.72,2.64,41.0,8.0,6.0,55.0,2.0,1.0,0.0,3.0,0.0,7.0,36.0,39.0,47.0,8.0,20.0,121.0,29.0,13.0,19.0,42.0,4.0,3.0,1.08,0.7,0.94,0.0,0.0,2.0,55.0,49.0,49.0,14.0,0.4,0.18,0.18,2.95,2.95,2.91,273.92,35.05,23.16,59.82,9.3,165.46,84.22,33.34,35.05,33.34,271.0,106.0,109.0,486.0,46.0,29.0,6.0,51.0,1.0,132.0,118.0,225.0,331.0,14.0,28.0,177.0,11.0,14.0,52.0,256.0,80.0,41.0,7.19,9.42,18.44,9.0,12.0,25.0,486.0,377.0,377.0,4.0,6.09,7.44,7.38,33.77,33.77,32.53
MIN,2024,MIN,MIN,Team Level,5on4,68,0.92,0.88,0.87,17068.0,274.6,38.04,24.87,58.01,9.13,161.43,85.53,35.46,38.04,35.46,267.0,110.0,116.0,493.0,35.0,41.0,4.0,38.0,2.0,134.0,127.0,232.0,342.0,5.0,10.0,130.0,16.0,20.0,54.0,256.0,71.0,50.0,6.36,9.13,22.55,7.0,10.0,18.0,493.0,377.0,377.0,8.0,6.46,9.56,9.11,35.39,35.39,33.92,42.56,3.1,1.95,6.28,1.35,13.77,31.54,2.99,3.1,2.99,45.0,13.0,8.0,66.0,4.0,0.0,0.0,3.0,0.0,8.0,43.0,41.0,54.0,6.0,12.0,152.0,44.0,23.0,24.0,48.0,6.0,4.0,1.37,0.75,0.98,1.0,3.0,0.0,66.0,58.0,58.0,20.0,0.46,0.0,0.0,3.56,3.56,3.44
NJD,2024,NJD,NJD,Team Level,other,69,0.6,0.55,0.56,9724.0,143.96,35.59,10.74,26.05,5.16,74.22,43.24,32.47,35.59,32.47,126.0,69.0,64.0,259.0,27.0,22.0,1.0,18.0,1.0,73.0,54.0,99.0,168.0,5.0,12.0,103.0,35.0,8.0,26.0,89.0,51.0,55.0,3.87,6.39,25.32,3.0,8.0,16.0,259.0,195.0,195.0,9.0,3.14,6.36,6.36,32.36,32.36,30.58,110.17,23.55,7.71,20.51,3.74,61.49,35.99,21.36,23.55,21.36,92.0,61.0,57.0,210.0,22.0,10.0,0.0,16.0,2.0,54.0,49.0,70.0,131.0,4.0,8.0,87.0,38.0,8.0,29.0,79.0,39.0,35.0,3.34,4.35,15.86,4.0,4.0,14.0,210.0,153.0,153.0,11.0,2.18,1.97,2.47,23.27,23.27,21.39
NJD,2024,NJD,NJD,Team Level,all,69,0.54,0.51,0.51,250318.0,2194.92,237.68,150.66,525.34,74.69,1158.42,831.21,224.3,239.53,226.04,1971.0,1007.0,1268.0,4246.0,205.0,255.0,25.0,388.0,4.0,944.0,1182.0,1766.0,2773.0,233.0,529.0,1919.0,1632.0,287.0,1057.0,2102.0,580.0,296.0,61.46,72.56,103.66,75.0,61.0,69.0,4284.72,2978.0,3003.26,512.0,33.85,54.49,55.03,216.5,218.1,211.18,2097.83,206.45,141.12,517.04,71.51,1134.5,819.38,193.29,205.83,192.66,1841.0,1049.0,1110.0,4000.0,177.0,226.0,24.0,390.0,6.0,883.0,1208.0,1664.0,2713.0,226.0,512.0,1953.0,1497.0,309.0,1043.0,2137.0,520.0,233.0,61.38,64.84,80.22,72.0,63.0,42.0,3964.97,2890.0,2869.33,470.0,31.25,47.11,47.19,190.49,189.39,182.17
NJD,2024,NJD,NJD,Team Level,5on5,69,0.52,0.51,0.5,204666.0,1692.61,147.78,108.79,428.31,57.53,898.25,665.35,141.88,149.63,143.61,1500.0,806.0,1031.0,3337.0,130.0,186.0,18.0,318.0,2.0,705.0,965.0,1370.0,2176.0,215.0,491.0,1502.0,1514.0,249.0,924.0,1721.0,424.0,161.0,49.06,53.35,45.37,65.0,41.0,24.0,3375.72,2306.0,2331.26,467.0,22.63,36.64,37.19,133.22,134.81,132.69,1678.46,137.78,105.91,433.89,57.36,911.23,673.83,132.89,137.17,132.26,1481.0,839.0,909.0,3229.0,122.0,165.0,17.0,338.0,3.0,699.0,993.0,1359.0,2198.0,209.0,478.0,1564.0,1396.0,269.0,917.0,1777.0,414.0,129.0,49.74,51.88,36.16,58.0,50.0,14.0,3193.97,2320.0,2299.33,426.0,21.99,32.61,32.19,127.56,126.47,124.71
NJD,2024,NJD,NJD,Team Level,4on5,69,0.13,0.15,0.16,18730.0,51.65,6.02,2.72,7.5,1.7,16.49,34.57,5.77,6.02,5.77,53.0,16.0,15.0,84.0,4.0,6.0,0.0,4.0,0.0,10.0,45.0,49.0,65.0,5.0,10.0,147.0,47.0,17.0,29.0,44.0,18.0,7.0,1.6,2.34,2.07,2.0,1.0,1.0,84.0,69.0,69.0,23.0,0.62,1.08,1.07,5.57,5.57,5.55,259.36,40.09,24.89,55.34,8.76,146.64,76.28,34.22,40.09,34.22,215.0,137.0,132.0,484.0,30.0,47.0,7.0,34.0,0.0,121.0,120.0,185.0,322.0,9.0,18.0,162.0,21.0,16.0,60.0,237.0,51.0,64.0,6.9,6.41,26.78,8.0,8.0,14.0,484.0,352.0,352.0,2.0,6.48,11.72,11.72,34.85,34.85,31.28
NJD,2024,NJD,NJD,Team Level,5on4,69,0.91,0.88,0.86,17198.0,306.69,48.31,28.4,63.46,10.3,169.46,88.05,44.18,48.31,44.18,292.0,116.0,158.0,566.0,44.0,41.0,6.0,48.0,1.0,156.0,118.0,248.0,364.0,8.0,16.0,167.0,36.0,13.0,78.0,248.0,87.0,73.0,6.93,10.47,30.91,5.0,11.0,28.0,566.0,408.0,408.0,13.0,7.47,10.41,10.41,45.36,45.36,42.38,49.85,5.02,2.61,7.3,1.66,15.14,33.28,4.82,5.02,4.82,53.0,12.0,12.0,77.0,3.0,4.0,0.0,2.0,1.0,9.0,46.0,50.0,62.0,4.0,8.0,140.0,42.0,16.0,37.0,44.0,16.0,5.0,1.4,2.2,1.42,2.0,1.0,0.0,77.0,65.0,65.0,31.0,0.59,0.8,0.8,4.81,4.81,4.77
FLA,2024,FLA,FLA,Team Level,other,68,0.56,0.58,0.57,10565.0,173.19,38.92,12.85,33.41,6.36,91.81,54.67,31.9,38.92,31.9,154.0,84.0,86.0,324.0,28.0,32.0,2.0,24.0,2.0,86.0,66.0,126.0,210.0,8.0,16.0,123.0,36.0,15.0,31.0,115.0,57.0,66.0,4.31,6.61,28.0,4.0,4.0,20.0,324.0,238.0,238.0,17.0,3.81,9.75,9.85,32.87,32.87,29.55,132.18,30.82,8.86,24.83,4.33,68.12,42.05,28.28,30.82,28.28,129.0,50.0,52.0,231.0,29.0,11.0,1.0,15.0,1.0,63.0,60.0,100.0,150.0,6.0,12.0,120.0,29.0,12.0,37.0,107.0,29.0,43.0,3.89,3.72,23.2,3.0,3.0,23.0,231.0,179.0,179.0,15.0,2.57,2.79,2.79,30.6,30.6,28.43
FLA,2024,FLA,FLA,Team Level,all,68,0.55,0.55,0.54,247084.0,2342.99,241.8,159.1,578.98,80.29,1278.87,901.94,224.37,242.76,225.31,2149.0,1092.0,1254.0,4495.0,217.0,276.0,34.0,503.0,5.0,1141.0,1099.0,1932.0,3024.0,270.0,606.0,2021.0,1953.0,338.0,955.0,2372.0,578.0,291.0,67.97,70.59,103.25,78.0,69.0,70.0,4545.59,3241.0,3265.39,430.0,35.72,63.75,63.75,213.78,214.81,206.0,1976.0,196.27,131.15,481.75,66.49,1062.13,771.22,186.35,195.45,185.6,1807.0,902.0,903.0,3612.0,184.0,194.0,21.0,390.0,6.0,873.0,1062.0,1623.0,2525.0,265.0,594.0,2068.0,1519.0,298.0,953.0,2023.0,462.0,224.0,55.65,57.06,83.56,59.0,65.0,60.0,3591.53,2709.0,2695.53,467.0,29.47,41.16,41.16,184.58,184.03,177.81
FLA,2024,FLA,FLA,Team Level,5on5,68,0.54,0.55,0.54,198773.0,1785.14,147.89,113.56,467.28,61.24,978.77,709.26,141.38,148.85,142.31,1630.0,848.0,991.0,3469.0,134.0,197.0,22.0,404.0,1.0,883.0,859.0,1496.0,2344.0,248.0,559.0,1561.0,1819.0,285.0,845.0,1924.0,398.0,156.0,53.76,49.42,44.71,67.0,46.0,21.0,3519.59,2478.0,2502.39,379.0,23.5,40.03,40.61,130.79,131.81,129.23,1525.66,123.66,95.78,390.11,51.45,822.01,617.99,119.39,122.84,118.64,1381.0,720.0,732.0,2833.0,117.0,146.0,16.0,321.0,3.0,668.0,846.0,1264.0,1984.0,235.0,531.0,1572.0,1412.0,243.0,821.0,1625.0,351.0,125.0,44.75,43.33,35.58,52.0,49.0,16.0,2812.53,2101.0,2087.53,414.0,19.87,30.27,30.27,113.27,112.72,110.89
FLA,2024,FLA,FLA,Team Level,4on5,68,0.11,0.15,0.17,19224.0,53.37,4.57,2.65,8.54,1.85,18.33,39.06,4.46,4.57,4.46,57.0,18.0,11.0,86.0,10.0,5.0,3.0,5.0,0.0,8.0,47.0,47.0,65.0,4.0,8.0,139.0,64.0,24.0,41.0,58.0,14.0,3.0,1.81,1.71,1.05,3.0,5.0,2.0,86.0,75.0,75.0,32.0,0.61,1.12,1.12,4.05,4.05,4.01,276.2,37.66,24.67,60.3,9.3,159.34,82.73,35.23,37.66,35.23,249.0,125.0,113.0,487.0,34.0,32.0,4.0,52.0,2.0,129.0,125.0,215.0,340.0,14.0,28.0,201.0,26.0,18.0,62.0,253.0,71.0,50.0,6.16,8.7,22.8,3.0,10.0,21.0,487.0,374.0,374.0,12.0,6.6,6.74,6.74,37.52,37.52,35.49
FLA,2024,FLA,FLA,Team Level,5on4,68,0.92,0.91,0.89,18522.0,331.28,50.43,30.05,69.75,10.86,189.95,98.96,46.65,50.43,46.65,308.0,142.0,166.0,616.0,45.0,42.0,7.0,70.0,2.0,164.0,127.0,263.0,405.0,10.0,23.0,198.0,34.0,14.0,38.0,275.0,109.0,66.0,8.08,12.85,29.5,4.0,14.0,27.0,616.0,450.0,450.0,2.0,7.8,12.84,12.16,46.07,46.07,43.22,41.96,4.13,1.84,6.52,1.41,12.66,28.44,3.44,4.13,3.44,48.0,7.0,6.0,61.0,4.0,5.0,0.0,2.0,0.0,13.0,31.0,44.0,51.0,10.0,23.0,175.0,52.0,25.0,33.0,38.0,11.0,6.0,0.84,1.31,1.98,1.0,3.0,0.0,61.0,55.0,55.0,26.0,0.42,1.37,1.37,3.19,3.19,3.0
BOS,2024,BOS,BOS,Team Level,other,69,0.45,0.49,0.48,8895.0,130.75,28.25,8.95,24.2,4.57,72.39,46.63,26.74,28.25,26.74,116.0,69.0,71.0,256.0,31.0,7.0,2.0,16.0,2.0,61.0,68.0,85.0,154.0,4.0,8.0,112.0,27.0,22.0,24.0,104.0,38.0,43.0,4.14,4.43,19.68,6.0,5.0,20.0,256.0,185.0,185.0,7.0,2.55,2.11,2.11,28.69,28.69,27.74,145.28,33.86,10.33,26.41,5.42,76.4,48.65,31.69,33.86,31.69,139.0,63.0,63.0,265.0,36.0,15.0,3.0,22.0,1.0,67.0,61.0,103.0,166.0,3.0,8.0,115.0,17.0,13.0,27.0,109.0,37.0,56.0,4.45,4.33,25.09,6.0,5.0,25.0,265.0,202.0,202.0,17.0,3.05,4.4,4.4,32.45,32.45,30.96
BOS,2024,BOS,BOS,Team Level,all,69,0.49,0.49,0.48,251547.0,2061.55,202.96,137.63,499.63,69.92,1100.47,803.38,193.63,202.78,193.45,1868.0,946.0,1137.0,3951.0,186.0,206.0,20.0,380.0,7.0,875.0,1160.0,1682.0,2628.0,268.0,619.0,2053.0,1844.0,386.0,1141.0,2064.0,509.0,241.0,57.46,63.05,82.46,61.0,76.0,49.0,3928.41,2814.0,2806.81,555.0,30.84,42.98,42.98,190.83,190.61,185.87,2186.05,214.73,143.6,533.08,74.72,1183.35,869.58,205.86,216.71,207.7,1977.0,1043.0,1161.0,4181.0,220.0,213.0,26.0,454.0,7.0,937.0,1189.0,1757.0,2800.0,260.0,595.0,1921.0,1523.0,371.0,1121.0,2257.0,523.0,240.0,63.02,65.62,86.09,86.0,65.0,69.0,4223.66,3020.0,3050.18,512.0,32.06,43.7,43.79,202.93,204.35,199.82
BOS,2024,BOS,BOS,Team Level,5on5,69,0.49,0.48,0.48,203367.0,1565.88,131.46,98.41,394.08,52.58,838.04,626.43,126.8,131.28,126.61,1404.0,737.0,931.0,3072.0,125.0,150.0,15.0,304.0,5.0,643.0,914.0,1279.0,2016.0,239.0,561.0,1565.0,1747.0,326.0,1006.0,1619.0,379.0,143.0,42.84,47.63,40.99,49.0,61.0,15.0,3049.41,2141.0,2133.81,510.0,20.4,31.68,31.97,119.9,119.68,117.97,1688.31,134.18,104.72,435.91,57.6,925.75,684.84,129.52,136.17,131.36,1508.0,835.0,955.0,3298.0,128.0,159.0,15.0,364.0,4.0,742.0,946.0,1380.0,2215.0,238.0,549.0,1468.0,1442.0,314.0,989.0,1831.0,392.0,120.0,50.22,49.58,34.39,68.0,42.0,18.0,3340.66,2343.0,2373.18,458.0,21.68,31.93,31.95,123.92,125.33,123.44
BOS,2024,BOS,BOS,Team Level,4on5,69,0.1,0.14,0.16,19620.0,52.0,4.31,2.51,8.11,1.74,17.53,36.8,4.2,4.31,4.2,54.0,17.0,9.0,80.0,3.0,3.0,0.0,4.0,0.0,16.0,45.0,51.0,68.0,8.0,16.0,168.0,45.0,18.0,39.0,56.0,10.0,5.0,1.69,1.33,1.29,3.0,0.0,0.0,80.0,71.0,71.0,30.0,0.57,0.72,0.72,4.16,4.16,4.15,272.67,38.53,24.58,58.34,9.1,156.17,82.26,36.94,38.53,36.94,252.0,117.0,134.0,503.0,47.0,32.0,8.0,64.0,1.0,114.0,111.0,205.0,322.0,13.0,26.0,188.0,19.0,19.0,69.0,241.0,76.0,52.0,6.07,9.41,23.05,7.0,16.0,24.0,503.0,369.0,369.0,8.0,6.42,5.62,5.62,39.34,39.34,38.25
BOS,2024,BOS,BOS,Team Level,5on4,69,0.83,0.83,0.8,19665.0,312.92,38.94,27.76,73.24,11.02,172.51,93.51,35.89,38.94,35.89,294.0,123.0,126.0,543.0,27.0,46.0,3.0,56.0,0.0,155.0,133.0,267.0,390.0,17.0,34.0,208.0,25.0,20.0,72.0,285.0,82.0,50.0,8.79,9.66,20.5,3.0,10.0,14.0,543.0,417.0,417.0,8.0,7.32,8.47,8.18,38.09,38.09,36.01,79.79,8.15,3.97,12.41,2.6,25.02,53.84,7.7,8.15,7.7,78.0,28.0,9.0,115.0,9.0,7.0,0.0,4.0,1.0,14.0,71.0,69.0,97.0,6.0,12.0,150.0,45.0,25.0,36.0,76.0,18.0,12.0,2.27,2.3,3.58,5.0,2.0,2.0,115.0,106.0,106.0,29.0,0.9,1.75,1.82,7.24,7.24,7.16
PHI,2024,PHI,PHI,Team Level,other,69,0.49,0.5,0.51,9342.0,137.32,27.69,9.67,25.27,4.43,69.58,48.37,26.78,27.69,26.78,129.0,56.0,71.0,256.0,30.0,13.0,0.0,16.0,1.0,55.0,70.0,99.0,155.0,7.0,16.0,98.0,36.0,18.0,32.0,99.0,45.0,41.0,3.67,5.67,18.35,5.0,7.0,18.0,256.0,185.0,185.0,18.0,2.75,4.38,4.38,26.05,26.05,25.52,130.89,29.14,8.79,23.53,4.39,65.19,48.95,27.36,29.14,27.36,117.0,63.0,79.0,259.0,35.0,15.0,3.0,14.0,1.0,49.0,66.0,82.0,145.0,10.0,20.0,121.0,28.0,15.0,24.0,85.0,56.0,39.0,3.38,6.65,19.11,8.0,6.0,21.0,259.0,180.0,180.0,11.0,2.43,5.9,5.98,25.6,25.6,25.03
PHI,2024,PHI,PHI,Team Level,all,69,0.51,0.48,0.5,252506.0,2044.68,205.9,141.74,490.01,69.36,1097.57,792.43,196.73,206.32,197.05,1870.0,927.0,1073.0,3870.0,187.0,209.0,23.0,381.0,5.0,806.0,1209.0,1683.0,2610.0,219.0,486.0,1899.0,1445.0,362.0,1062.0,2022.0,537.0,238.0,58.15,68.3,79.45,71.0,64.0,52.0,3847.19,2797.0,2787.86,501.0,31.18,45.17,45.17,191.9,191.66,187.89,2060.78,199.43,135.18,495.06,68.73,1109.37,831.24,190.93,201.25,192.68,1851.0,988.0,1342.0,4181.0,231.0,204.0,24.0,352.0,7.0,875.0,1170.0,1620.0,2608.0,232.0,512.0,1895.0,1462.0,359.0,1018.0,2108.0,524.0,207.0,61.27,65.2,72.95,95.0,71.0,65.0,4240.49,2839.0,2876.95,492.0,29.64,48.71,48.86,180.2,182.04,178.39
PHI,2024,PHI,PHI,Team Level,5on5,69,0.53,0.48,0.5,209575.0,1650.54,145.75,110.18,413.53,56.04,882.55,647.96,139.35,146.17,139.67,1508.0,748.0,872.0,3128.0,132.0,173.0,19.0,313.0,3.0,641.0,994.0,1376.0,2124.0,194.0,431.0,1558.0,1355.0,303.0,961.0,1681.0,419.0,156.0,47.94,53.56,44.24,63.0,48.0,21.0,3105.19,2256.0,2246.86,460.0,22.89,35.75,35.75,132.88,132.63,130.4,1645.82,131.48,104.0,414.28,54.89,895.43,671.91,126.61,133.31,128.34,1469.0,803.0,1127.0,3399.0,159.0,152.0,15.0,302.0,6.0,690.0,963.0,1310.0,2113.0,206.0,457.0,1459.0,1366.0,314.0,909.0,1771.0,386.0,115.0,50.51,48.38,32.59,82.0,55.0,22.0,3458.49,2272.0,2309.95,454.0,21.53,31.34,31.7,121.3,123.14,121.12
PHI,2024,PHI,PHI,Team Level,4on5,69,0.13,0.13,0.16,15978.0,41.87,5.01,2.64,5.96,1.44,14.12,27.82,5.0,5.01,5.0,43.0,14.0,11.0,68.0,3.0,3.0,0.0,3.0,0.0,8.0,40.0,40.0,54.0,4.0,11.0,98.0,36.0,23.0,22.0,33.0,18.0,6.0,0.97,2.44,1.6,1.0,2.0,0.0,68.0,57.0,57.0,20.0,0.6,0.28,0.28,5.34,5.34,5.34,229.18,33.59,19.52,49.21,7.49,130.15,70.04,31.87,33.59,31.87,200.0,110.0,128.0,438.0,32.0,35.0,6.0,29.0,0.0,121.0,93.0,168.0,278.0,11.0,25.0,154.0,23.0,15.0,63.0,196.0,64.0,50.0,5.5,7.97,20.12,4.0,6.0,22.0,438.0,310.0,310.0,9.0,5.03,10.65,10.36,28.26,28.26,27.22
